,Tweet,Sentiment
7700,"Un gramophone companies mein Colombia gramophone recording company, Hans Masters Voice aur Jaino phone recording company ke naam qabil e zikar hain",Neutral
7701,Film business ke etebar se flop ho gai magar mosiqi ke etebar se Master Inayat Hussain ke leye kaam ke darwaze khol gai,Neutral
7702,Master Inayat Hussain ne taqreban 36 saal film industry mein kaam kiya,Neutral
7703,Baz uqat unhon ne kai kai saal tak koi kaam nahi kiya,Neutral
7704,Film “anar kali” ka baqi music us waqat ke dosre namwar mosikar Rashed Atre ne compose kiya,Neutral
7705,Master Inayat Hussain ne apne 36 saala dor mein taqreban 60 filmon mein mosiqi di jin mein 22 ke qareeb Punjabi filmen hain,Neutral
7706,Ye film 1954 mein release hoi thi,Neutral
7707,1955 mein aik film “qatil” release hoi jis ka gana bhi Iqbal Bano ki hi awaz mein tha,Neutral
7708,Master Inayat Hussain buzurgon ko bohat mante the aur un ke mazarat par hazri dete rehte the,Neutral
7709,Multan mein Shah Shams Tabrez ke mazar par khososi tor par jate the,Neutral
7710,Un se riwayat hai ke film “gum naam” mein “payal mein geet hain cham cham ke” aur Anwar Kamal ki film “qatil” mein “ulfat ki nai manzil ko chala” donon geet unhon ne Shah Tabrez ke mazar par dua magne ke bad compose kiye,Neutral
7711,Buzurgon ki is nazar ka natija dekhiye ke donon hi geet Iqbal Bano ne gaye aur wo bhi amar ho gaein,Neutral
7712,”1956 mein film “Naila” bani,Neutral
7713,Ye Pakistan ki phli rangeen film thi,Neutral
7714,Is film mein Shamim Aara heroin jab ke in ke muqabil Santosh Kumar aur Darpan the,Neutral
7715,Naghmon aur ghazalon ko situation ke mutabiq compose kiya aur ragon ko donon isleb mein istemal kiya,Neutral
7716,Phir 1967 se 1970 tak aap film industry ke leye kaam karte rahe,Neutral
7717,1973 se 1985 tak ke zamane mein aap ne 22 filmon ki mosiqi tarteb di jin mein ziyadah tar Punjabi filmen thein,Neutral
7718,"Jaya Prada Indian cinema ki un chand actresses mein se aik hain, jinhe in ke khudadad husun ki bina par be had pazeerai mili",Neutral
7719,"Teekhe naqosh, lambe baal, sabk chehra aur is par aankhen aesi goya 2 jhilmilate roshan diye hon",Neutral
7720,Yehi wajah hai ke in ke paristaron mein mehaz aam film bean he nahi bal ke india ke khas khas afraad bhi shamil hain,Neutral
7721,"Indian mutawazi cinema ke maroof director, Satyajeet ne Jaya Prada ko duniya ki haseen tareen aurton mein se aik kaha tha",Neutral
7722,"South India se talluq rakhne wali Jaya Prada 3 April 1962 ko riyasat Andhra Pradesh mein Krishna Rao ke ghar paida hue, jo Tamil films ke financer the",Neutral
7723,In ka naam Lalita Rani rakha gaya aur chunke raqs o mauseeqi ko India mein ibadat ka sa darja hasil hai,Neutral
7724,Is liye bohat choti umer mein Jaya Prada ko raqs o mauseeqi ki tarbiyat hasil karne bhej diya gaya,Neutral
7725,Jab wo 14 saal ki thin to raqs mein is qadar maharat hasil kar chuki thin ke school ke salana functions mein dance karte dekh kar aik film director ne inhe apni Telugu film Bhomi Kasam mein 3 minute ke dance number ki peshkash ki,Neutral
7726,Jaya Prada ne yeh peshkash qabool kar li,Neutral
7727,Qismat shayad isi ko kehte hain ke Jaya Prada jo bachpan mein Doctor banne ke khuwab dekha karti thin,Neutral
7728,Fun e adakari ki nabz shanaas ban gai,Neutral
7729,Kashapnaat ki aik Telugu film mein Jaya Prada ne aik aesi goongi larki ka role play kiya,Neutral
7730,Yehi film 1979 mein Sargam ke naam se bollywood mein banai gai jis mein Jaya Prada ke hero Rishi Kapoor the,Neutral
7731,Khas taur par Rishi Kapoor ke sath filmaya gaya,Neutral
7732,Jaya ka song Dafli Wale bohat famous hua,Neutral
7733,Yun South Indian cinema mein dhoom machane ke bad Jaya film Sargam se bollywood mein mutarrif hui,Neutral
7734,Is ke bad Amitabh Bachan ki humrahi mein film Sharabi ne inhe mazeed kamiyabiyon se humkinaar kiya aur wo aik baar phir film fare award ke liye nominate hui,Neutral
7735,Bollywood mein Amitabh Bachan aur Jitendra ke sath in ki jorhi maqbool hui,Neutral
7736,"Us waqt Sridevi, Jaya Prada ki sab se barhi hareef thin",Neutral
7737,Jaya Prada ki kamiyab bollywood film Tohfa Telugu zaban mein banai gai,Neutral
7738,In ki film Devta ka remake thi,Neutral
7739,Is qisam ki films ki badaulat mardon ke sath sath Jaya Prada ki khuwateen maddahon ki tadad bhi kam nahi thi,Neutral
7740,"Mutazakra bala films ke ilawa Insaniyat, aaj ka arjun, Maa, ganga jamuna, saraswati, mawali, in ki kamiyab films mein se hain",Neutral
7741,Is baat ka izhaar inho ne apne aik interview ke dauran kiya tha ke wo larhakpan he se apni janib uthne wali sataishi nazron ki aadi hain,Neutral
7742,"Inho ne 30 sala filmy career ke dauran 300 films mukammal ki aur 8 zabanon mein kaam kiya, jin mein Telugu, Tamil, Marathi aur India ki riyasat Karnatak mein boli jane wali zaban top of the list hain",Neutral
7743,1983 mein inhe film fare best Telugu actress ka award aur 2007 mein film fare life time achievement award se nawaza gaya,Neutral
7744,"1986 mein inho ne film producer, Srikant Nihata se shadi ki jo pehle se shadi shuda aur 3 bachon ka baap tha",Neutral
7745,Allah kary k aisa jald ho jajaay.....,Neutral
7746,good job hum ap k sath hen apca health unit dera bugti,Neutral
7747,KPK clerical all post upgradation May 2014,Neutral
7748,Clerical staff ki upgradation ka case kaha tak ponch hay g,Neutral
7749,up gradation must be with out conditions,Neutral
7750,Sind mai upgradation howa hay,Neutral
7751,Kis province mai???,Neutral
7752,"Sir, Federal govt mai",Neutral
7753,"Sir, Clerical staff ki upgradation ka kaya bana",Neutral
7754,Wazir Azam zindabaf,Neutral
7755,Jis ki lati..wos ki bhainss,Neutral
7756,"Peshawari chapel bhi
favourite hai",Neutral
7757,Midom zara explain karain take samag ma aajaye,Neutral
7758,Asthaghfirullah,Neutral
7759,Zabardust,Neutral
7760,Sachi bat hy,Neutral
7761,Bilashak,Neutral
7762,Aj Kal esa hi ho raha hy,Neutral
7763,Maze hain g apne Pakistan main 😳😜,Neutral
7764,Ghar ko sambalny wali ka zahen aysa hi hona chahy.,Neutral
7765,is sa bhe tough,Neutral
7766,Blkul,Neutral
7767,Bat tu ap ki thek hy lakin in ko vote Na b du tu ye phir b jeet jatay hain,Neutral
7768,Vote ham nahi deti hain ghaibee imdad sy box barrah hotha hay doller ki madad sy.,Neutral
7769,Sahi farmaya,Neutral
7770,Or jo apni convoy may BACHCHA KUCHAL DY USSAY,Neutral
7771,Banda apnay ap c puchay k ma kitna deendar hun?,Neutral
7772,Only for peeri fakhiri work doctor,Neutral
7773,Aj kal Nehal Hashmi k lye e jaga teek hay,Neutral
7774,"Ye b sahi hay. .

.",Neutral
7775,"Or wo hamein
Roast kar kar kay khatay hein or hamara khoon pee pee kay
Apnay jismoun ki pervarish kartay hein
or ham
Sad afsoos
Pher on he ko dobara muntakhib kar laytay hein
Goya zoor kis per howa
----------------------?? Per
Khali jagha pur app khoud he kar lain",Neutral
7776,Or pehly wali kis k pas h?,Neutral
7777,Mujy phaly walee chahee ya😅🤣😉,Neutral
7778,Is me shaq hi nahi,Neutral
7779,"Sahi kaha dr Shah ba,",Neutral
7780,Bohat khooob,Neutral
7781,Kabi qudrati hussen be milti hay.,Neutral
7782,Allah raham karay,Neutral
7783,Afsoz...,Neutral
7784,Allah zalimon ko fana made Ameen,Neutral
7785,"Or panama Rani ko ye nashta pasand
B bohat aaya",Neutral
7786,Yad reha k JIT main ISI aur MI k reps b tha jino sabot dia cjs ko.isi aur mi ko na manana ghadree ha jis ke sza mot ha,Neutral
7787,Ya Allah raham kar,Neutral
7788,Beshak iss ma koi shak nahi,Neutral
7789,Sahi frmaya 👍,Neutral
7790,right,Neutral
7791,:),Neutral
7792,Haha,Neutral
7793,Jinny ye larki janti ho ? Ye kon hy by the way ? ,Neutral
7794,Jo bat hai ,Neutral
7795,Hahahaha right,Neutral
7796,:p,Neutral
7797,esy kolo puch ay anda dy layegi,Neutral
7798,?,Neutral
7799,Frog ,Neutral
7800,Pta nahi,Neutral
7801,Frog,Neutral
7802,Yours,Neutral
7803,Hai Kia yah,Neutral
7804,Shopping py,Neutral
7805,G nhi,Neutral
7806,Man lo,Neutral
7807,Glt bat ham lrkiya kabhi nhi manti,Neutral
7808,Nahi ,Neutral
7809,No,Neutral
7810,no,Neutral
7811,No never jhot he,Neutral
7812,No,Neutral
7813,95/ paise pe Marti hai,Neutral
7814,Haan bilkul me chek kr chuka hooo kai lrkio ko ,Neutral
7815,Nh,Neutral
7816,Nope,Neutral
7817,Tamam jahano k srdaar k dunia jis k liye bnai gai,Neutral
7818,Tmhein sari zindagi hi ni milni,Neutral
7819,Hgya ? ,Neutral
7820,nahi abi kahan :p,Neutral
7821,Hahahaha ufff dikh la  jaldi sy :D,Neutral
7822,Hahahhaha like shiree,Neutral
7823,Hahhahahaha yr waqhe,Neutral
7824,Osama bhai is so sweet,Neutral
7825,Haha sorry wrong tagging  maazrat ,Neutral
7826,tery waly ko to tuny hi pilae hngy ,Neutral
7827,"Altaf k khyal aya gya  hth chala gaya 
shonday laa diyan gay mochay paa dayan gay",Neutral
7828,Bht porana hgya h,Neutral
7829,when sheikh sahab walks by ,Neutral
7830,ahahah lmao  bhai kaisay ker letay hain yeh log.aun hain yeh log,Neutral
7831,Agar Asa Hai To Tu Pagall hai Jo BIO karr ri hai..,Neutral
7832,kuch smjhi? This is related to you. ,Neutral
7833,ye kya kr rahay ho bahi xD,Neutral
7834,Unfortunatully not as in provinces.,Neutral
7835,bik gay kameeny  waly,Neutral
7836,Assistant ko 16 kesy mila jb k is tarh ki sammry main to us ko 15 milna tha. yai mukmuka hai shame on,Neutral
7837,"Are you our of your mind? We haven't shared any notification, instead it was shared by some of the page members.",Neutral
7838,what is this are u our of ur mind???bhai nashy main tum khud hoty ho federal govt employyes ki up gradation ki khabr tumhary page sy hooi. ab tum mukr rhy ho.,Neutral
7839,agr tumhary paas shi news na ho to FB pi emloyees k samny hero bnny kia zroort hai. aur confirm khbr do gay to ap pr koi ghusa ni kry ga. kisi ko block kr deny kam ni chalta bhai. yai kbootr wali chal hi jesy woh billy ki dekh kr ankh bnd ker leta hai,Neutral
7840,Employee upgradation is page pr kbi disinformatin de gi to batao bhai. apni ghlti pr b doosrko ko kosty ho ap??,Neutral
7841,chore b khud ho ure shore b krty ho,Neutral
7842,ure bus,Neutral
7843,Employees sy request hai k sirf ure sirf  ki post pai hee believe karin.,Neutral
7844,"Asal main people furestated hin jb employees k nhi suni ja rhi. maslan reguarized , upgradation, time schale etc koi b isshu govt hl krny pi nhi a rhi. to employees larny pai a jaty hai laken larai main us ka intakhab bilcul be shi nhi aps main larna yai ure ziada nuqsan deh hai.",Neutral
7845,are u agree??? plz reply?? hamin govt of Pakistan/ Sindh ko tough time dena ho ga na k 1 doosry ko.,Neutral
7846,thanks for informationm,Neutral
7847,wrong information deny waly bhaio ko Allah hadiat dy.,Neutral
7848,", , , , , , ,  Mbrk ho",Neutral
7849,Peshawer hai yara ..,Neutral
7850,", ,",Neutral
7851,data entry operators ka huwa hai?,Neutral
7852,Kia aco ki upgradation ho gai?,Neutral
7853,data entry operators ka huwa hai?,Neutral
7854,Welcome bai bohot dino bad page par aya hooooo,Neutral
7855,Kaha gaye tayyyyy,Neutral
7856,Inshallah ab KPK ki tarz par hoga,Neutral
7857,Federal govt employees to wesy b so rhy hain. shaid un ko up-gradation ki zroort hee nhi. ure na hee time scale promotion ki.,Neutral
7858,how it will b confirmed,Neutral
7859,certify anyone plz,Neutral
7860,Soon InShalllah,Neutral
7861,update plz,Neutral
7862,is it certified or not yet,Neutral
7863,when soon will come about certification of this news,Neutral
7864,Iss News ka Source kia hay.,Neutral
7865,Summary abi tak amend nahi howa,Neutral
7866,is it true......,Neutral
7867,must,Neutral
7868,Jab tak ishaq dar ha taab tak khush nahi hosakta.,Neutral
7869,"CAN YOURSELF MAKE IT CLEAR:-THE SUMMARY AVAILABLE AT SITE, APPROVED BY WORTHY PRIME MINISTER IS DIFFERENT THEN PUNJAB & KPK GOVT WHICH IS:-FEDERAL LDC BPS-07 TO 09 (PUNJAB & KPK BPS-07 TO 11)UDC BPS-09 TO 11 (PUNJAB & KPK BPS-09 TO 14)ASSISTANT BPS-14 TO 15 (PUNJAB & KPK BPS-14 TO 16)SUPERINTENDENT BPS-15-16 (PB & KPK BPS-15 TO 17)WHY THIS DISCRIMINATION, PLS TAKE THIS ISSUE, IF NOT TAKEN YET",Neutral
7870,bhai yai bilcul clear hai k PM Sahb ny jo summry approved ki hai woh isi tarh hai jesy ap ny mention kia hai ure yai hamin qatan qabool nhi hm as per KPK/Punjab up-gradation chhcty hain. ure is silsly main Rawalpindi main itajaj hooa jis main media ki teemain bhi aii hooi thee us ki post main ny share ki hain ure ap ki numaina tanzeem Apca For All Gevernment  struggle kr rhi hai.,Neutral
7871,"THANKS, I PRAY TO ALMIGHTY ALLAH THAT HE MAY HELP U & GIVE SUCCESS",Neutral
7872,Why 4 Categories of Official Staff Up-Graded in Punjab we demanding from Government to Up-Grade Clerical and Non-Clerical Official staff,Neutral
7873,"congratus to , ALL PUNJAB GOVT EMPLOYEES",Neutral
7874,bilcul durst bhai Inshallah tamam employees k itahad sy esa zroor hoga.,Neutral
7875,In haram khoron ny na merit dekha na taleem apny har baap beti ko bharty kr liya or hm kae saloon sy waheen bethy he koi promotion nai or ye kamina khud meter reader sy mna bn gya,Neutral
7876,Hummmmmm,Neutral
7877,Yaar aap ab sirf behas karna chahty ho or aap k paas koi daleel nahi he....,Neutral
7878,", ,",Neutral
7879,", , , Apca Pakistan",Neutral
7880,Allah tala Nay Chief justic ko hadait day. ure bajay k woh Nawaz Sharif/Shahbaz sharif k batay hooy rasty pai chaly Allah usy merit pai chlny ki to feeq day.,Neutral
7881,", , , ,  please do something for these people.",Neutral
7882,"sir Punjab main up-gradation ka notification ho gia, is pr mubarkbad, laken doosri tarf Khursheed shah ki committee ny tqreeban 1 lac employees ko regualr kia tha un ko niklany ki tayari ho rhi hai plz un k liy kuch karin.",Neutral
7883,We condemned,Neutral
7884,shameeeeeeeeeeeeeee on Supreme Court.,Neutral
7885,"SHAME SHAME , UN LOGO PR JO LOGO KA ROZGAR CHEENA CHAHTY HAIN.",Neutral
7886,Nawaz Sharif/Shahbaz Sharif Supreme Cort k judjo k kanday pai rakh kr hee goli marain gay Employees ko. mojooda tamaam judgues Ch. Iftakhar ki baqiat hain . URE Ch. nawaz sharif ki pithoo ny nawaz ny hee un ko bahal krwaya tha. isi liy yai apny aqa ki har bat ko manty hain.,Neutral
7887,shameful remaks of CHEEP JUSTICE ABOUT EMPLOYEES,Neutral
7888,Allah tala in logo ko meret pai faisaly krny ki tofeeq day ure yai log Nawaz shrif ki unglio k ishary pai tachna chore dain.,Neutral
7889,Allah tala Noon leage ki govt.ko hadait day (Ameen),Neutral
7890,2018 main shaid working complete ho jay kiok election ka sal hai.,Neutral
7891,shaaaaaaaaaaaaaaaaame on Punjab gOVT. & also Federal govt. PTI Zinda bad,Neutral
7892,may be,Neutral
7893,", , Employees Platform, APCA Khyber Pakhtunkhwa Official , l",Neutral
7894,"Yai sab sy ahm case hain. , ure is sy related tamam tanzeemo ko chaiy k woh yai issue Hakoomti ewano k samny rakhin.",Neutral
7895,yes employees ki regularizaton sb sy ahm case hai.,Neutral
7896,", Apca Pakistan Sindh,",Neutral
7897,"you should provide evidence and basis before blaming someone. APCA Pakistan is awake, struggling for each and every demand of the government employees and protesting on the roads even in harsh weather conditions, while people like you are sleeping in your homes and just confusing others with your baseless statements.Open your eyes and embrace the reality please!",Neutral
7898,"in ko waqai shram ani chaiy yai batain k yai log Assistant, UDC, LDC k upgradation waly case sy kb dastbardar hooy??? ya us k liy kuch kia?????",Neutral
7899,Mera cheeni meeni....,Neutral
7900,Amma type larkiyan,Neutral
7901,Aho....bahu xada saggi hogai ab,Neutral
7902,Bhai to zinda bhi army ki wajah se hai Jo aaj Facebook PE use kar raha hai na,Neutral
7903,Duniya mein ajjj tak koi country army k under progress nhi kr ski..or na kr skti..Jahan army officer ka miyar ya ho k ziada intelligent ho to nhi rakhty ,Neutral
7904,Hamari awam ka paisa khaarahy h ye log to ha mulk k bacho or MA bap ka paisa jaraha h,Neutral
7905,hehehehe gud answer,Neutral
7906,LNG ka paisa zindabad,Neutral
7907,"Admin, I am not supporter of PMLN. But ye Barat ki Pictures hain. Barat ka sara kharcha Larki ka baap karta hai. Jitna Allah ne usy diya hoga utna us ne kiya hoga... Kindly Walima ki Pictures b share karein ta k us pe Tabsara ho sakey.",Neutral
7908,Wo Middle or Lower Class me hota hai..Larkay walay Jo Jewellery banate hain wo Walima me hi pehnate hain.,Neutral
7909,Point bro,Neutral
7910,Naz Mubashir apki shadi me kitna kharcha hwa tha ? Usko aj ki Mehngai k sath 4x times Multiple kr lein... Is larki ki shadi ka Estimate mil jayega apko ,Neutral
7911,"Oh come on ..Aik aisi shadi jis main family ke illawa koi b shamil nahi thaa wahan Apne 18 lac ka lehnga or jimmy Cho ke heels b dekh lain ..lolOr please is gareeb awam ke paise wali logic se nikal jae ..Dunia main or b loag designer wear Lete Han .sab Ap jesi gareeb Awam ka paisa nahi Lete ..Kisi ki Apni mehnat bhi ha ..In short"" Mehnat kar ,hasad Na kar """,Neutral
7912,Lagta ha ap tax pay ni krti,Neutral
7913,Mhnt kr k e to PIA KO 3RD class bnaya or apni Air blue laya..yhi to ki thi mhnt usny ,Neutral
7914,Or dosri bat ye barat ki pix hain lrki ka bap beurucrate hai na k koi pmln ka leader jo tmhy taklif horhi hai.. walima ki bat kro jo p.m ny bht sadgi sy ki... Such krwa hota hai hai na?????,Neutral
7915,Everything on Barat is the girls families responsibility. Every damn rich family does more than this. Do you go and demand ever that are they paying taxes or looting people?,Neutral
7916,"Army officers k lea sari Zindagi hospitalisation free ..Zameen 2,300 ekar...Land crosiers pay bachy school jty..Wo b hnry pasay hty jnb",Neutral
7917,Uska baap b bussinessman hai. Baat ye hai k jo hamare yahan okaat se ziada shadiyon par kharch kia jata hai us par kuch likhen aap.. ,Neutral
7918,Aik bnda idr army k khilaf bolra uski baton se esa lgta h k usko army ne reject krdia tha esliy dil ki bhras pages py nikalta h ab Army na ho na to bchy tmhry nawaz shareef mulk ko girvi rkh k bhag jy..,Neutral
7919,We already know that betrayal shahid khakan abbasi is running air blue airline...thats totally a cheat,Neutral
7920,Oh Bahi pM sahab k bap k pass itna pesa tha jitna abhi hamary mulk k pass b nahi hyy ...Wo pm abhi bany hain magr pesa unky pass boht Purana hy.,Neutral
7921,5 lac??Toba 1000 m bhi bure ..18 lac ka dress le rhi thi to kch or hi le leti dhanka,Neutral
7922,"Excuse me ! Jimmy choo shoes r not more than 75,000 PKR . Pehlay sahi info tou lo phir criticize kerna kisi ko. ",Neutral
7923,News channels were like nihayat sadgi say shadi hui... hell,Neutral
7924,"Is waqt facebooke pe sb se trending search word ""Jimmy Choo**""",Neutral
7925,Yes that what the point is,Neutral
7926,Sae kh re ho ,Neutral
